CDS,RType,SName,DName,CName,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year
15635290110999,S,Frontier High,Kern High,Kern,564,53,24,24,25,24,43,81.13,2019-20
15635290116392,S,Independence High,Kern High,Kern,494,23,22,23,22,22,14,60.87,2019-20
15635290116400,S,Mira Monte High,Kern High,Kern,624,61,15,18,17,17,5,8.20,2019-20
15635291530252,S,Arvin High,Kern High,Kern,639,46,19,21,19,21,19,41.30,2019-20
15635291530344,S,Stockdale High,Kern High,Kern,570,72,24,25,24,23,49,68.06,2019-20
15635291530369,S,Centennial High,Kern High,Kern,503,60,24,25,25,24,44,73.33,2019-20
15635291530385,S,Ridgeview High,Kern High,Kern,660,24,18,19,19,20,8,33.33,2019-20
15635291530435,S,Kern Workforce 2000 Academy,Kern High,Kern,284,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15635291530476,S,Liberty High,Kern High,Kern,504,45,22,23,23,22,28,62.22,2019-20
15635291530708,S,Bakersfield High,Kern High,Kern,712,36,22,22,23,21,22,61.11,2019-20
15635291532290,S,East Bakersfield High,Kern High,Kern,558,23,17,19,18,18,8,34.78,2019-20
15635291532605,S,Foothill High,Kern High,Kern,504,15,19,22,21,20,6,40.00,2019-20
15635291533330,S,Highland High,Kern High,Kern,508,26,20,22,20,20,11,42.31,2019-20
15635291533538,S,Kern Valley High,Kern High,Kern,124,16,22,22,22,22,10,62.50,2019-20
15635291534775,S,North High,Kern High,Kern,417,9,*,*,*,*,*,*,2019-20
15635291535087,S,Shafter High,Kern High,Kern,389,26,18,20,20,21,12,46.15,2019-20
15635291535392,S,South High,Kern High,Kern,529,46,18,18,20,19,16,34.78,2019-20
15635291536606,S,West High,Kern High,Kern,430,30,17,18,18,19,9,30.00,2019-20
15636280127209,S,Insight School of California,Maricopa Unified,Kern,195,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636280134312,S,Blue Ridge Academy,Maricopa Unified,Kern,302,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636280137687,S,California Virtual Academy at Maricopa,Maricopa Unified,Kern,44,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636280138131,S,Heartland Charter,Maricopa Unified,Kern,118,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636281533843,S,Maricopa High,Maricopa Unified,Kern,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636770114512,S,California City High,Mojave Unified,Kern,134,8,*,*,*,*,*,*,2019-20
15636770136259,S,Mojave Jr./Sr. High,Mojave Unified,Kern,32,18,15,17,15,16,2,11.11,2019-20
15636851530997,S,Boron Junior-Senior High,Muroc Joint Unified,Kern,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15636851531987,S,Desert Junior-Senior High,Muroc Joint Unified,Kern,72,5,*,*,*,*,*,*,2019-20
15637761530377,S,Abraham Lincoln Alternative,Southern Kern Unified,Kern,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15637761534957,S,Rosamond High Early College Campus,Southern Kern Unified,Kern,189,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
15638181535905,S,Taft Union High,Taft Union High,Kern,228,51,18,20,18,18,17,33.33,2019-20
15638261536135,S,Tehachapi High,Tehachapi Unified,Kern,284,15,24,27,24,25,11,73.33,2019-20
15638591536440,S,Wasco High,Wasco Union High,Kern,346,85,19,20,20,20,28,32.94,2019-20
15737421531367,S,Burroughs High,Sierra Sands Unified,Kern,339,3,*,*,*,*,*,*,2019-20
15739081534155,S,McFarland High School Early College,McFarland Unified,Kern,227,88,15,17,18,17,18,20.45,2019-20
15751681530401,S,Frazier Mountain High,El Tejon Unified,Kern,71,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16638750101717,S,Crossroads Charter,Armona Union Elementary,Kings,31,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16638750112698,S,California Virtual Academy at Kings,Armona Union Elementary,Kings,47,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16638911632207,S,Corcoran High,Corcoran Joint Unified,Kings,182,30,15,17,17,18,3,10.00,2019-20
16639250118919,S,Sierra Pacific High,Hanford Joint Union High,Kings,220,18,22,23,24,22,15,83.33,2019-20
16639251630169,S,Hanford West High,Hanford Joint Union High,Kings,264,11,*,*,*,*,*,*,2019-20
16639251634401,S,Hanford High,Hanford Joint Union High,Kings,355,6,*,*,*,*,*,*,2019-20
16639580136556,S,Kings Valley Academy II,Kit Carson Union Elementary,Kings,142,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16639820110205,S,Lemoore Middle College High,Lemoore Union High,Kings,50,2,*,*,*,*,*,*,2019-20
16639820136234,S,Lemoore Online College Preparatory High,Lemoore Union High,Kings,15,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
16639821635606,S,Lemoore High,Lemoore Union High,Kings,396,37,20,21,21,21,14,37.84,2019-20
16739321630953,S,Avenal High,Reef-Sunset Unified,Kings,111,78,15,16,16,16,8,10.26,2019-20
17640141734359,S,Kelseyville High,Kelseyville Unified,Lake,127,2,*,*,*,*,*,*,2019-20
17640220132571,S,Konocti Education Center,Konocti Unified,Lake,15,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
17640221735000,S,Lower Lake High,Konocti Unified,Lake,144,17,21,22,19,19,8,47.06,2019-20
17640301732304,S,Clear Lake High,Lakeport Unified,Lake,81,2,*,*,*,*,*,*,2019-20
17640550129601,S,California Connections Academy North Bay,Middletown Unified,Lake,35,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
17640551736008,S,Middletown High,Middletown Unified,Lake,124,7,*,*,*,*,*,*,2019-20
17769761737006,S,Upper Lake High,Upper Lake Unified,Lake,58,15,15,18,15,16,1,6.67,2019-20
18641391833805,S,Lassen High,Lassen Union High,Lassen,174,26,19,22,20,21,10,38.46,2019-20
18641960135756,S,Thompson Peak Charter,Susanville Elementary,Lassen,25,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
18642041838507,S,Westwood High,Westwood Unified,Lassen,15,1,*,*,*,*,*,*,2019-20
18750366010763,S,Long Valley,Fort Sage Unified,Lassen,16,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990100776,S,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,62,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990112128,S,Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,82,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990115030,S,Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,55,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990115212,S,Magnolia Science Academy 2,Los Angeles County Office of Education,Los Angeles,38,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990127522,S,Optimist Charter,Los Angeles County Office of Education,Los Angeles,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990134346,S,Intellectual Virtues Academy,Los Angeles County Office of Education,Los Angeles,35,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101990138669,S,Da Vinci RISE High,Los Angeles County Office of Education,Los Angeles,61,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101991933399,S,L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,127,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101991995869,S,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,128,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19101996119945,S,Magnolia Science Academy,Los Angeles County Office of Education,Los Angeles,66,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642121930056,S,Cerritos High,ABC Unified,Los Angeles,522,85,26,26,27,25,70,82.35,2019-20
19642121930361,S,Artesia High,ABC Unified,Los Angeles,351,17,20,21,19,19,6,35.29,2019-20
19642121931880,S,Whitney (Gretchen) High,ABC Unified,Los Angeles,161,65,31,31,31,29,65,100.00,2019-20
19642121933159,S,Gahr (Richard) High,ABC Unified,Los Angeles,450,22,24,25,24,24,17,77.27,2019-20
19642121995596,S,ABC Secondary (Alternative),ABC Unified,Los Angeles,56,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642460100081,S,William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,672,73,19,20,19,19,27,36.99,2019-20
19642460108407,S,Eastside High,Antelope Valley Union High,Los Angeles,509,39,17,19,17,17,9,23.08,2019-20
19642460111872,S,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,95,35,22,23,22,21,18,51.43,2019-20
19642460126003,S,Academies of the Antelope Valley,Antelope Valley Union High,Los Angeles,31,3,*,*,*,*,*,*,2019-20
19642461930213,S,Antelope Valley High,Antelope Valley Union High,Los Angeles,392,19,18,19,19,19,6,31.58,2019-20
19642461936624,S,Palmdale High,Antelope Valley Union High,Los Angeles,628,36,18,20,17,18,7,19.44,2019-20
19642461937051,S,Quartz Hill High,Antelope Valley Union High,Los Angeles,744,30,26,25,24,23,22,73.33,2019-20
19642461995398,S,Highland High,Antelope Valley Union High,Los Angeles,674,28,19,20,21,21,14,50.00,2019-20
19642461995406,S,Littlerock High,Antelope Valley Union High,Los Angeles,337,21,17,20,18,18,4,19.05,2019-20
19642461995844,S,Lancaster High,Antelope Valley Union High,Los Angeles,633,33,19,21,19,20,14,42.42,2019-20
19642461996537,S,Desert Sands Charter,Antelope Valley Union High,Los Angeles,74,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642611930288,S,Arcadia High,Arcadia Unified,Los Angeles,803,151,29,29,29,28,138,91.39,2019-20
19642611995299,S,Rancho Learning Center (Alternative),Arcadia Unified,Los Angeles,15,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642791930528,S,Azusa High,Azusa Unified,Los Angeles,291,28,19,21,21,20,13,46.43,2019-20
19642791933449,S,Gladstone High,Azusa Unified,Los Angeles,292,3,*,*,*,*,*,*,2019-20
19642871930601,S,Baldwin Park High,Baldwin Park Unified,Los Angeles,410,74,19,22,20,20,32,43.24,2019-20
19642871938166,S,Sierra Vista High,Baldwin Park Unified,Los Angeles,438,77,19,21,21,20,36,46.75,2019-20
19642871996479,S,Opportunities for Learning - Baldwin Park,Baldwin Park Unified,Los Angeles,675,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19642951930700,S,Bassett Senior High,Bassett Unified,Los Angeles,226,7,*,*,*,*,*,*,2019-20
19643030128306,S,Las Flores Home Education Independent Study Academy,Bellflower Unified,Los Angeles,9,1,*,*,*,*,*,*,2019-20
19643031930775,S,Bellflower High,Bellflower Unified,Los Angeles,344,6,*,*,*,*,*,*,2019-20
19643031935618,S,Mayfair High,Bellflower Unified,Los Angeles,455,19,21,21,21,21,9,47.37,2019-20
19643111930981,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,329,57,30,30,28,28,57,100.00,2019-20
19643291931088,S,Bonita High,Bonita Unified,Los Angeles,472,73,24,25,24,24,53,72.60,2019-20
19643291937739,S,San Dimas High,Bonita Unified,Los Angeles,319,20,22,23,24,23,15,75.00,2019-20
19643370131573,S,Burbank Unified Independent Learning Academy (BUILA),Burbank Unified,Los Angeles,32,1,*,*,*,*,*,*,2019-20
19643371931187,S,Burbank High,Burbank Unified,Los Angeles,634,78,25,25,26,24,65,83.33,2019-20
19643371931237,S,Burroughs High,Burbank Unified,Los Angeles,552,51,26,27,25,24,42,82.35,2019-20
19643520118521,S,Centinela Valley Independent Study,Centinela Valley Union High,Los Angeles,18,1,*,*,*,*,*,*,2019-20
19643520128488,S,Family First Charter,Centinela Valley Union High,Los Angeles,57,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19643520128496,S,New Opportunities Charter,Centinela Valley Union High,Los Angeles,86,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19643521933951,S,Hawthorne High,Centinela Valley Union High,Los Angeles,439,73,17,19,17,18,17,23.29,2019-20
19643521934926,S,Lawndale High,Centinela Valley Union High,Los Angeles,560,38,17,18,18,18,9,23.68,2019-20
19643521935048,S,Leuzinger High,Centinela Valley Union High,Los Angeles,469,121,18,19,18,19,40,33.06,2019-20
19643781931666,S,Charter Oak High,Charter Oak Unified,Los Angeles,336,18,21,22,21,23,12,66.67,2019-20
19643941931823,S,Claremont High,Claremont Unified,Los Angeles,567,134,25,26,25,25,112,83.58,2019-20
19644361932086,S,Covina High,Covina-Valley Unified,Los Angeles,268,10,*,*,*,*,*,*,2019-20
19644361936418,S,Northview High,Covina-Valley Unified,Los Angeles,294,12,*,*,*,*,*,*,2019-20
19644361938372,S,South Hills High,Covina-Valley Unified,Los Angeles,385,4,*,*,*,*,*,*,2019-20
19644441932201,S,Culver City High,Culver City Unified,Los Angeles,499,91,25,25,23,24,68,74.73,2019-20
19644511932441,S,Downey High,Downey Unified,Los Angeles,952,73,23,24,23,23,52,71.23,2019-20
19644511939164,S,Warren (Earl) High,Downey Unified,Los Angeles,875,35,21,22,22,22,21,60.00,2019-20
19644690128736,S,Opportunities for Learning - Duarte,Duarte Unified,Los Angeles,31,1,*,*,*,*,*,*,2019-20
19644690134858,S,California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,116,18,26,27,21,25,13,72.22,2019-20
19644690139535,S,"Options For Youth - Duarte, Inc",Duarte Unified,Los Angeles,58,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19644691932482,S,Duarte High,Duarte Unified,Los Angeles,206,10,*,*,*,*,*,*,2019-20
19645191930320,S,Arroyo High,El Monte Union High,Los Angeles,444,24,23,24,24,23,16,66.67,2019-20
19645191932664,S,El Monte High,El Monte Union High,Los Angeles,453,124,18,19,20,18,39,31.45,2019-20
19645191932680,S,Mountain View High,El Monte Union High,Los Angeles,252,39,18,19,20,19,13,33.33,2019-20
19645191937481,S,Rosemead High,El Monte Union High,Los Angeles,516,88,24,23,24,23,64,72.73,2019-20
19645191995661,S,South El Monte High,El Monte Union High,Los Angeles,301,57,17,18,18,18,12,21.05,2019-20
19645270133835,S,Ellen Ochoa Prep Academy,El Rancho Unified,Los Angeles,64,27,17,18,17,17,6,22.22,2019-20
19645271932706,S,El Rancho High,El Rancho Unified,Los Angeles,543,81,18,20,20,19,33,40.74,2019-20
19645351932763,S,El Segundo High,El Segundo Unified,Los Angeles,279,70,26,26,26,26,61,87.14,2019-20
19645681932144,S,Crescenta Valley High,Glendale Unified,Los Angeles,630,90,30,29,29,28,83,92.22,2019-20
19645681933530,S,Glendale High,Glendale Unified,Los Angeles,516,37,24,25,24,24,30,81.08,2019-20
19645681934082,S,Herbert Hoover High,Glendale Unified,Los Angeles,388,18,25,25,25,25,16,88.89,2019-20
19645681995497,S,Verdugo Academy,Glendale Unified,Los Angeles,35,4,*,*,*,*,*,*,2019-20
19645681996131,S,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,246,10,*,*,*,*,*,*,2019-20
19645761933597,S,Glendora High,Glendora Unified,Los Angeles,572,63,26,26,27,25,55,87.30,2019-20
19645841996305,S,Gorman Learning Center,Gorman Joint,Los Angeles,106,3,*,*,*,*,*,*,2019-20
19645920100354,S,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,124,118,21,22,22,20,64,54.24,2019-20
19646341934231,S,Inglewood High,Inglewood Unified,Los Angeles,177,41,15,16,16,16,1,2.44,2019-20
19646341936046,S,Morningside High,Inglewood Unified,Los Angeles,176,42,17,18,17,17,7,16.67,2019-20
19646341996529,S,City Honors International Preparatory High,Inglewood Unified,Los Angeles,91,12,*,*,*,*,*,*,2019-20
19646341996586,S,Animo Inglewood Charter High,Inglewood Unified,Los Angeles,158,115,16,17,17,17,21,18.26,2019-20
19646591934611,S,La Canada High,La Canada Unified,Los Angeles,337,113,29,29,28,28,106,93.81,2019-20
19646831930080,S,Agoura High,Las Virgenes Unified,Los Angeles,481,125,28,28,26,26,110,88.00,2019-20
19646831931781,S,Calabasas High,Las Virgenes Unified,Los Angeles,476,157,28,27,25,25,131,83.44,2019-20
19646911996438,S,Environmental Charter High,Lawndale Elementary,Los Angeles,124,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647090100602,S,"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,141,50,20,21,21,20,23,46.00,2019-20
19647091996313,S,Animo Leadership High,Lennox,Los Angeles,148,139,16,16,17,16,19,13.67,2019-20
19647250125153,S,Beach High-Intensive Learning Program,Long Beach Unified,Los Angeles,32,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647250127381,S,"Ernest S. McBride, Sr. High",Long Beach Unified,Los Angeles,172,12,*,*,*,*,*,*,2019-20
19647250132324,S,Eunice Sato Academy of Math & Science,Long Beach Unified,Los Angeles,94,17,26,26,27,26,15,88.24,2019-20
19647251930411,S,Avalon K-12,Long Beach Unified,Los Angeles,39,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647251934470,S,Jordan High,Long Beach Unified,Los Angeles,563,42,16,18,17,17,7,16.67,2019-20
19647251934678,S,Lakewood High,Long Beach Unified,Los Angeles,710,16,20,20,19,19,6,37.50,2019-20
19647251935758,S,Millikan High,Long Beach Unified,Los Angeles,844,64,24,24,22,23,42,65.63,2019-20
19647251936947,S,Polytechnic High,Long Beach Unified,Los Angeles,958,83,25,25,24,24,61,73.49,2019-20
19647251939875,S,Wilson High,Long Beach Unified,Los Angeles,815,77,25,24,23,23,54,70.13,2019-20
19647251995539,S,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,160,50,27,27,27,26,44,88.00,2019-20
19647251995570,S,Educational Partnership High,Long Beach Unified,Los Angeles,524,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647251995935,S,Cabrillo High,Long Beach Unified,Los Angeles,528,9,*,*,*,*,*,*,2019-20
19647251996503,S,Renaissance High School for the Arts,Long Beach Unified,Los Angeles,101,4,*,*,*,*,*,*,2019-20
19647330100677,S,High Tech LA,Los Angeles Unified,Los Angeles,88,13,*,*,*,*,*,*,2019-20
19647330100750,S,Wallis Annenberg High,Los Angeles Unified,Los Angeles,109,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647330100800,S,Central City Value,Los Angeles Unified,Los Angeles,96,55,15,17,16,17,10,18.18,2019-20
19647330101196,S,ICEF View Park Preparatory High,Los Angeles Unified,Los Angeles,146,32,13,15,15,14,0,0.00,2019-20
19647330101659,S,"CATCH Prep Charter High, Inc.",Los Angeles Unified,Los Angeles,41,2,*,*,*,*,*,*,2019-20
19647330101675,S,Oscar De La Hoya Animo Charter High,Los Angeles Unified,Los Angeles,133,5,*,*,*,*,*,*,2019-20
19647330101683,S,Renaissance Arts Academy,Los Angeles Unified,Los Angeles,44,39,21,21,19,19,17,43.59,2019-20
19647330102434,S,Animo South Los Angeles Charter,Los Angeles Unified,Los Angeles,128,87,13,14,15,15,4,4.60,2019-20
19647330102541,S,New Designs Charter,Los Angeles Unified,Los Angeles,89,36,15,17,17,17,2,5.56,2019-20
19647330102913,S,Middle College High,Los Angeles Unified,Los Angeles,80,29,19,18,18,17,5,17.24,2019-20
19647330102921,S,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,103,30,24,25,24,24,22,73.33,2019-20
19647330106351,S,Ivy Academia,Los Angeles Unified,Los Angeles,19,1,*,*,*,*,*,*,2019-20
19647330106435,S,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,57,41,15,16,16,15,5,12.20,2019-20
19647330106831,S,Animo Venice Charter High,Los Angeles Unified,Los Angeles,153,108,16,17,17,17,15,13.89,2019-20
19647330106849,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,132,121,14,14,16,16,3,2.48,2019-20
19647330106864,S,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles Unified,Los Angeles,128,4,*,*,*,*,*,*,2019-20
19647330106997,S,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,171,21,21,21,19,21,11,52.38,2019-20
19647330107003,S,Northridge Academy High,Los Angeles Unified,Los Angeles,183,6,*,*,*,*,*,*,2019-20
19647330107011,S,International Studies Learning Center at Legacy High School Complex,Los Angeles Unified,Los Angeles,81,20,17,19,18,17,3,15.00,2019-20
19647330107755,S,Port of Los Angeles High,Los Angeles Unified,Los Angeles,220,26,21,22,21,21,12,46.15,2019-20
19647330108878,S,CHAMPS - Charter HS of Arts-Multimedia & Performing,Los Angeles Unified,Los Angeles,188,38,21,22,19,20,17,44.74,2019-20
19647330108894,S,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,136,125,17,17,18,17,25,20.00,2019-20
19647330108928,S,Larchmont Charter,Los Angeles Unified,Los Angeles,103,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647330108936,S,Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,148,27,20,20,19,20,12,44.44,2019-20
19647330109447,S,Santee Education Complex,Los Angeles Unified,Los Angeles,401,14,*,*,*,*,*,*,2019-20
19647330109454,S,South East High,Los Angeles Unified,Los Angeles,430,139,19,19,18,19,42,30.22,2019-20
19647330109462,S,Maywood Academy High,Los Angeles Unified,Los Angeles,221,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647330110304,S,Los Angeles Academy of Arts and Enterprise,Los Angeles Unified,Los Angeles,37,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647330111484,S,New Village Girls Academy,Los Angeles Unified,Los Angeles,20,9,*,*,*,*,*,*,2019-20
19647330111492,S,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,Los Angeles,128,74,17,18,18,18,20,27.03,2019-20
19647330111500,S,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,91,61,18,20,20,18,27,44.26,2019-20
19647330111575,S,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,136,24,17,18,17,17,4,16.67,2019-20
19647330111583,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,152,45,17,17,18,17,6,13.33,2019-20
19647330111625,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,116,37,16,17,16,17,4,10.81,2019-20
