,district,students_in_grade_12_20,sat_20_grade_12_takers,sat_20_grade_12_at_erwb_benchmark,sat_20_grade_12_at_math_benchmark,students_in_grade_11_20,sat_20_grade_11_takers,sat_20_grade_11_at_erwb_benchmark,sat_20_grade_11_at_math_benchmark,sat_20_grade_12_at_both_benchmarks,sat_20_grade_11_at_both_benchmarks,sat_20_g12_participation,sat_20_g11_Participation,score,education_spend_per_student,avg_household_income,african_american,am_indian_or_alaska_native,asian,filipino,hispanic_or_latino,pacific_islander,white,two_or_more_races,not_reported
208,San Jose Unified,2661,652,0.7914,0.6304,2486,1962,0.6487999999999999,0.49439999999999995,0.6058,0.475,0.2450206689214581,0.7892196299275945,30.93,12414.0,108893.0,0.025,0.002,0.13699999999999998,0.019,0.529,0.003,0.22399999999999998,0.057999999999999996,0.003
214,New Haven Unified,1057,332,0.8133,0.5964,945,87,0.9540000000000001,0.9079999999999999,0.5633,0.8966,0.3140964995269631,0.09206349206349207,34.82,12269.0,112496.0,0.046,0.006,0.259,0.192,0.373,0.016,0.059000000000000004,0.05,0.0
215,Oakland Unified,3663,1118,0.5376,0.3775,3420,77,0.8961,0.8051999999999999,0.3479,0.8051999999999999,0.3052143052143052,0.022514619883040935,5.1,15652.0,73561.0,0.217,0.002,0.115,0.008,0.478,0.008,0.098,0.051,0.022000000000000002
218,Riverdale Joint Unified,138,41,0.6585,0.34149999999999997,124,31,0.6452,0.5161,0.3171,0.45159999999999995,0.2971014492753623,0.25,37.01,14576.0,47768.0,0.006,0.003,0.005,0.0,0.872,0.0,0.114,0.001,0.0
223,El Monte Union High,2171,646,0.6997,0.5201,2104,50,0.98,0.94,0.46590000000000004,0.94,0.2975587286964532,0.02376425855513308,25.52,15285.0,52729.0,0.003,0.0,0.196,0.006,0.7809999999999999,0.0,0.011000000000000001,0.002,0.002
226,Pasadena Unified,1400,433,0.6720999999999999,0.4249,1280,44,0.8636,0.7273000000000001,0.4042,0.7045,0.3092857142857143,0.034375,12.96,14190.0,86695.0,0.111,0.002,0.054000000000000006,0.019,0.578,0.002,0.191,0.037000000000000005,0.005
227,William S. Hart Union High,4117,1280,0.8805,0.6906,4043,672,0.9702,0.8765000000000001,0.6758,0.8704999999999999,0.3109059995142094,0.1662132080138511,21.78,11989.0,104240.0,0.039,0.002,0.07400000000000001,0.05,0.42200000000000004,0.002,0.364,0.045,0.002
229,Madera Unified,1377,219,0.5571,0.18719999999999998,1383,1102,0.3249,0.1679,0.17809999999999998,0.1379,0.15904139433551198,0.7968185104844541,43.45,13001.0,50878.0,0.013000000000000001,0.005,0.012,0.002,0.9059999999999999,0.0,0.051,0.006999999999999999,0.005
230,Novato Unified,708,264,0.8144,0.6439,685,29,1.0,0.9655,0.6023,0.9655,0.3728813559322034,0.042335766423357665,32.56,13101.0,106657.0,0.023,0.008,0.052000000000000005,0.01,0.402,0.003,0.431,0.07,0.001
235,Fullerton Joint Union High,3462,1150,0.8339,0.6896,3365,445,0.9887999999999999,0.9618000000000001,0.6652,0.9551000000000001,0.3321779318313114,0.13224368499257058,8.97,12063.0,81100.0,0.018000000000000002,0.002,0.185,0.035,0.584,0.003,0.135,0.037000000000000005,0.001
236,Garden Grove Unified,3479,1387,0.7476999999999999,0.6128,3547,306,0.9608,0.9346,0.5631,0.915,0.39867778097154355,0.08627008739780095,15.49,13564.0,68762.0,0.006,0.001,0.354,0.011000000000000001,0.53,0.004,0.067,0.015,0.012
237,Roseville Joint Union High,2637,837,0.8602,0.6977,2653,279,0.9749,0.871,0.6690999999999999,0.8674,0.3174061433447099,0.10516396532227666,9.79,12476.0,92924.0,0.035,0.006999999999999999,0.095,0.039,0.201,0.006,0.555,0.046,0.016
239,Riverside Unified,3319,1222,0.7070000000000001,0.5,3197,137,0.9197,0.8759,0.4705,0.8540000000000001,0.3681831877071407,0.04285267438223334,11.41,13303.0,73093.0,0.062,0.003,0.035,0.012,0.659,0.003,0.191,0.021,0.013000000000000001
240,Val Verde Unified,1739,1384,0.3736,0.1655,1672,1380,0.4043,0.1913,0.1503,0.16449999999999998,0.7958596894767107,0.8253588516746412,13.54,13534.0,70358.0,0.11699999999999999,0.003,0.015,0.012,0.784,0.002,0.042,0.018000000000000002,0.006
242,Redlands Unified,1734,1084,0.6531,0.488,1761,1350,0.7156,0.5074000000000001,0.45299999999999996,0.47700000000000004,0.6251441753171857,0.7666098807495741,15.89,11919.0,76699.0,0.062,0.003,0.084,0.025,0.519,0.004,0.252,0.048,0.003
243,Hesperia Unified,1923,436,0.6215999999999999,0.3716,1963,243,0.4979,0.251,0.3394,0.214,0.2267290691627665,0.1237901171676006,38.91,12694.0,55778.0,0.07200000000000001,0.003,0.01,0.004,0.703,0.003,0.18899999999999997,0.015,0.001
247,Oceanside Unified,1560,351,0.7606999999999999,0.584,1477,18,0.8889,0.7778,0.5556,0.7778,0.225,0.012186865267433988,23.89,13154.0,64597.0,0.039,0.003,0.017,0.024,0.564,0.017,0.254,0.07,0.013000000000000001
249,Santa Ynez Valley Union High,218,59,0.8136,0.6271,236,83,0.8795000000000001,0.7951999999999999,0.6271,0.747,0.2706422018348624,0.3516949152542373,16.91,13573.0,92708.0,0.006,0.006,0.003,0.003,0.465,0.0,0.469,0.047,0.0
252,Patterson Joint Unified,504,212,0.6368,0.2783,479,159,0.6225999999999999,0.3145,0.2547,0.28300000000000003,0.42063492063492064,0.33194154488517746,14.39,13614.0,69330.0,0.048,0.005,0.024,0.016,0.76,0.018000000000000002,0.099,0.013999999999999999,0.016
254,Visalia Unified,2155,425,0.7718,0.4682,2220,36,0.8332999999999999,0.8332999999999999,0.4424,0.7778,0.19721577726218098,0.016216216216216217,35.48,12279.0,60393.0,0.013999999999999999,0.005,0.040999999999999995,0.008,0.6970000000000001,0.002,0.18100000000000002,0.026000000000000002,0.027999999999999997
259,Mt. Diablo Unified,2260,537,0.8045,0.6127,2072,94,0.9681000000000001,0.9468000000000001,0.5922,0.9362,0.23761061946902653,0.045366795366795366,23.19,13284.0,98809.0,0.031,0.001,0.078,0.044000000000000004,0.43,0.006,0.28300000000000003,0.079,0.049
260,Lake Tahoe Unified,276,78,0.7692,0.5640999999999999,288,24,0.7917000000000001,0.5832999999999999,0.5,0.5,0.2826086956521739,0.08333333333333333,33.54,13165.0,57396.0,0.004,0.003,0.013000000000000001,0.032,0.445,0.002,0.462,0.032,0.008
261,Kings Canyon Joint Unified,762,185,0.627,0.2973,773,75,0.68,0.44,0.2757,0.38670000000000004,0.24278215223097113,0.09702457956015524,49.5,13273.0,45038.0,0.002,0.003,0.006,0.005,0.8909999999999999,0.0,0.08199999999999999,0.01,0.0
262,Central Unified,1118,241,0.6846,0.2988,1114,362,0.5912,0.3204,0.278,0.2901,0.21556350626118068,0.3249551166965889,32.81,11995.0,63792.0,0.084,0.004,0.15,0.009000000000000001,0.607,0.002,0.127,0.017,0.0
263,Kern High,10529,2851,0.604,0.3978,9933,239,0.728,0.6695,0.3592,0.6234000000000001,0.2707759521322063,0.024061210107721737,31.89,14008.0,54398.0,0.055999999999999994,0.006,0.028999999999999998,0.012,0.69,0.003,0.185,0.011000000000000001,0.008
264,Lemoore Union High,504,113,0.7168000000000001,0.4336,563,19,0.8946999999999999,0.7895,0.41590000000000005,0.7368000000000001,0.22420634920634921,0.03374777975133215,31.93,12518.0,61824.0,0.039,0.027000000000000003,0.009000000000000001,0.039,0.589,0.006,0.237,0.054000000000000006,0.0
265,Irvine Unified,2687,951,0.9201,0.9222,2659,693,0.9884999999999999,0.987,0.8801000000000001,0.9769,0.3539263118719762,0.2606242948476871,21.74,11451.0,106905.0,0.019,0.001,0.48100000000000004,0.027999999999999997,0.11699999999999999,0.002,0.256,0.09,0.005
266,Placer Union High,974,269,0.8848,0.7509,1026,114,0.9649,0.8859999999999999,0.7062999999999999,0.8772,0.27618069815195073,0.1111111111111111,3.76,12944.0,80554.0,0.006999999999999999,0.008,0.013999999999999999,0.006,0.15,0.001,0.7509999999999999,0.049,0.013000000000000001
267,Galt Joint Union High,518,190,0.6842,0.4579,527,66,0.7879,0.6515000000000001,0.4158,0.6061,0.3667953667953668,0.1252371916508539,2.08,14169.0,75670.0,0.013999999999999999,0.0,0.021,0.004,0.57,0.001,0.33399999999999996,0.046,0.008
268,Bear Valley Unified,188,43,0.8140000000000001,0.6744,195,19,0.8946999999999999,0.8946999999999999,0.6512,0.8421,0.22872340425531915,0.09743589743589744,46.85,12197.0,52384.0,0.009000000000000001,0.003,0.009000000000000001,0.002,0.371,0.002,0.5589999999999999,0.044000000000000004,0.001
269,Colton Joint Unified,1576,440,0.5932,0.3136,1649,195,0.5897,0.37439999999999996,0.28859999999999997,0.3436,0.27918781725888325,0.11825348696179502,31.33,12720.0,61254.0,0.052000000000000005,0.001,0.013999999999999999,0.006999999999999999,0.865,0.002,0.05,0.009000000000000001,0.0
271,Escondido Union High,2436,758,0.6992,0.4459,2342,60,1.0,0.9333,0.4169,0.9333,0.3111658456486043,0.025619128949615714,6.72,14895.0,68598.0,0.016,0.003,0.027999999999999997,0.019,0.659,0.001,0.242,0.023,0.009000000000000001
274,Poway Unified,2988,1071,0.9244,0.8693000000000001,2855,824,0.9793999999999999,0.9818000000000001,0.8356999999999999,0.9648,0.35843373493975905,0.2886164623467601,41.41,12266.0,117394.0,0.017,0.001,0.22699999999999998,0.059000000000000004,0.17300000000000001,0.002,0.406,0.113,0.001
275,Stockton Unified,2760,2042,0.31980000000000003,0.1812,2636,1728,0.2836,0.1655,0.1567,0.1267,0.7398550724637681,0.6555386949924128,37.98,15106.0,44393.0,0.1,0.01,0.087,0.036000000000000004,0.68,0.005,0.047,0.034,0.001
278,Orcutt Union Elementary,128,40,0.925,0.825,142,26,0.9615,1.0,0.825,0.9615,0.3125,0.18309859154929578,5.45,11083.0,88607.0,0.006,0.006,0.013999999999999999,0.013000000000000001,0.51,0.002,0.363,0.06,0.025
279,East Side Union High,6739,1589,0.7936,0.6670999999999999,6372,4701,0.6037,0.5073,0.6318,0.4673,0.2357916604837513,0.737758945386064,32.15,13317.0,105274.0,0.018000000000000002,0.002,0.33,0.061,0.509,0.006,0.047,0.024,0.003
280,Mountain View-Los Altos Union High,1106,348,0.9079999999999999,0.7902,1099,304,0.9934000000000001,0.9803000000000001,0.7759,0.977,0.31464737793851716,0.27661510464058237,168.4,23203.0,156702.0,0.012,0.001,0.249,0.019,0.256,0.004,0.376,0.081,0.003
281,Santa Clara Unified,1154,249,0.8715,0.6948000000000001,1147,775,0.7445,0.5922999999999999,0.6827,0.5639,0.21577123050259966,0.6756756756756757,105.7,19279.0,129906.0,0.025,0.005,0.317,0.06,0.33799999999999997,0.005,0.19,0.053,0.006999999999999999
287,Oxnard Union High,4095,2653,0.4301,0.2488,4223,40,0.725,0.675,0.23070000000000002,0.675,0.6478632478632479,0.00947193937958797,4.77,13175.0,78649.0,0.012,0.001,0.021,0.033,0.79,0.002,0.115,0.026000000000000002,0.0
291,Chico Unified,1135,229,0.8690000000000001,0.7555,1114,93,0.9570000000000001,0.914,0.7073999999999999,0.9031999999999999,0.20176211453744494,0.08348294434470377,32.0,13350.0,57611.0,0.021,0.012,0.045,0.005,0.256,0.004,0.574,0.062,0.021
293,Calaveras Unified,212,26,0.5769,0.5385,234,52,0.7115,0.6346,0.46149999999999997,0.5769,0.12264150943396226,0.2222222222222222,28.76,12559.0,63967.0,0.006999999999999999,0.016,0.006999999999999999,0.004,0.231,0.0,0.664,0.065,0.006999999999999999
295,Antioch Unified,1410,231,0.7012999999999999,0.3983,1316,37,0.8649,0.7837999999999999,0.381,0.7568,0.16382978723404254,0.02811550151975684,6.29,13551.0,75642.0,0.244,0.006,0.042,0.045,0.47600000000000003,0.015,0.121,0.051,0.001
296,Kingsburg Joint Union High,275,61,0.8361,0.6720999999999999,282,36,0.8889,0.75,0.6393,0.75,0.22181818181818183,0.1276595744680851,25.81,12350.0,67198.0,0.001,0.003,0.024,0.002,0.618,0.0,0.33399999999999996,0.018000000000000002,0.0
301,Orland Joint Unified,192,32,0.6563,0.4375,180,16,0.8125,0.625,0.4375,0.625,0.16666666666666666,0.08888888888888889,50.8,12312.0,48881.0,0.004,0.009000000000000001,0.02,0.002,0.662,0.0,0.29100000000000004,0.009000000000000001,0.001
303,Brawley Union High,456,113,0.6018,0.2212,479,15,0.8667,0.6,0.21239999999999998,0.6,0.24780701754385964,0.031315240083507306,47.62,14081.0,42384.0,0.009000000000000001,0.0,0.004,0.003,0.937,0.0,0.043,0.003,0.0
305,Taft Union High,259,57,0.6842,0.4035,251,44,0.6591,0.34090000000000004,0.31579999999999997,0.3182,0.22007722007722008,0.1752988047808765,9.03,23039.0,39520.0,0.006,0.004,0.003,0.003,0.561,0.002,0.408,0.008,0.005
309,Culver City Unified,519,200,0.81,0.54,585,37,0.973,0.9459000000000001,0.535,0.9459000000000001,0.3853564547206166,0.06324786324786325,9.09,11949.0,95044.0,0.11599999999999999,0.001,0.106,0.015,0.371,0.003,0.258,0.12,0.009000000000000001
311,Santa Monica-Malibu Unified,849,564,0.7961,0.5727,891,96,0.9167000000000001,0.8332999999999999,0.5674,0.8229000000000001,0.6643109540636042,0.10774410774410774,48.97,16566.0,101476.0,0.061,0.002,0.062,0.006999999999999999,0.295,0.002,0.495,0.069,0.008
317,Napa Valley Unified,1530,384,0.7734000000000001,0.5339,1488,33,1.0,0.8484999999999999,0.5104,0.8484999999999999,0.25098039215686274,0.02217741935483871,3.2,12313.0,88859.0,0.021,0.002,0.024,0.068,0.564,0.002,0.27399999999999997,0.043,0.001
318,Capistrano Unified,4799,1147,0.9031999999999999,0.7044,4641,566,0.9788,0.9488,0.6914,0.9399,0.23900812669306107,0.12195647489765137,28.42,10665.0,115783.0,0.013999999999999999,0.002,0.066,0.019,0.27399999999999997,0.001,0.524,0.076,0.024
320,Beaumont Unified,758,164,0.7378,0.34759999999999996,785,605,0.5587,0.2777,0.34149999999999997,0.2545,0.21635883905013192,0.7707006369426752,18.8,11807.0,75103.0,0.055999999999999994,0.005,0.024,0.023,0.513,0.002,0.317,0.051,0.009000000000000001
322,Mountain Empire Unified,369,50,0.58,0.26,333,50,0.52,0.34,0.24,0.3,0.13550135501355012,0.15015015015015015,21.28,14510.0,59746.0,0.025,0.025,0.013000000000000001,0.005,0.494,0.002,0.368,0.059000000000000004,0.009000000000000001
323,Sweetwater Union High,7629,2413,0.7493000000000001,0.5184000000000001,6760,227,0.9470999999999999,0.8414,0.48450000000000004,0.8414,0.3162930921483812,0.033579881656804735,19.34,12831.0,69583.0,0.03,0.004,0.018000000000000002,0.087,0.7090000000000001,0.004,0.10400000000000001,0.04,0.005
326,San Mateo Union High,2542,932,0.9067000000000001,0.7779,2436,405,0.9826999999999999,0.9654,0.7554000000000001,0.9556,0.36664044059795436,0.16625615763546797,107.2,19357.0,130632.0,0.008,0.001,0.226,0.052000000000000005,0.318,0.019,0.275,0.10099999999999999,0.0
327,Fremont Union High,2763,819,0.9231,0.9011,2824,1144,0.9904000000000001,0.9886,0.8767,0.9834,0.2964169381107492,0.40509915014164305,117.22,15994.0,154876.0,0.008,0.002,0.58,0.026000000000000002,0.147,0.003,0.154,0.061,0.02
331,Porterville Unified,1616,337,0.6113000000000001,0.3591,1711,76,0.75,0.5789,0.3234,0.5395,0.20853960396039603,0.04441846873173583,55.27,13584.0,39205.0,0.003,0.021,0.013999999999999999,0.008,0.825,0.004,0.107,0.01,0.008
333,Livermore Valley Joint Unified,1148,325,0.8862000000000001,0.7754000000000001,1116,131,0.9771,0.9389,0.7415,0.9312999999999999,0.28310104529616725,0.11738351254480286,55.38,12373.0,127200.0,0.012,0.004,0.10300000000000001,0.028999999999999998,0.32,0.003,0.441,0.086,0.002
335,El Dorado Union High,1653,543,0.8692,0.7643000000000001,1703,169,0.9704,0.9704,0.7238,0.9586,0.32849364791288566,0.09923664122137404,5.97,12260.0,91182.0,0.01,0.009000000000000001,0.053,0.013999999999999999,0.17600000000000002,0.003,0.6759999999999999,0.055999999999999994,0.002
341,Las Virgenes Unified,963,349,0.9168999999999999,0.7278,980,109,0.9817,0.9541,0.7192000000000001,0.9541,0.3624091381100727,0.11122448979591837,55.45,11420.0,132023.0,0.019,0.005,0.064,0.009000000000000001,0.127,0.001,0.7070000000000001,0.057,0.011000000000000001
342,San Marino Unified,264,126,0.9523999999999999,0.9444,275,106,0.9811,0.9906,0.9286,0.9811,0.4772727272727273,0.38545454545454544,108.59,14406.0,156429.0,0.006999999999999999,0.002,0.586,0.019,0.04,0.001,0.22699999999999998,0.113,0.006
345,Ukiah Unified,494,98,0.8469,0.5816,485,34,0.9412,0.7940999999999999,0.5611999999999999,0.7940999999999999,0.19838056680161945,0.07010309278350516,35.05,13764.0,53277.0,0.006,0.051,0.009000000000000001,0.006,0.5329999999999999,0.0,0.35,0.04,0.004
350,Temecula Valley Unified,2502,977,0.8475,0.6437999999999999,2380,202,0.9505,0.8911,0.6141,0.8861,0.3904876099120703,0.08487394957983194,8.04,10666.0,100688.0,0.035,0.006999999999999999,0.046,0.051,0.353,0.003,0.405,0.099,0.001
351,Murrieta Valley Unified,2120,849,0.7903,0.5548,2082,152,0.8946999999999999,0.8618000000000001,0.5312,0.8289,0.40047169811320754,0.07300672430355427,4.33,11338.0,94577.0,0.054000000000000006,0.003,0.040999999999999995,0.037000000000000005,0.39899999999999997,0.006,0.369,0.081,0.01
352,Elk Grove Unified,5307,1744,0.7929999999999999,0.6342,5137,254,0.9645999999999999,0.9251999999999999,0.6026,0.9134,0.3286225739589222,0.04944520147946272,7.49,12557.0,79728.0,0.109,0.004,0.265,0.059000000000000004,0.276,0.018000000000000002,0.175,0.09300000000000001,0.0
354,Yucaipa-Calimesa Joint Unified,735,203,0.7881999999999999,0.5911,756,65,0.9231,0.8308,0.5665,0.8154,0.2761904761904762,0.08597883597883597,26.99,11758.0,69281.0,0.015,0.004,0.013999999999999999,0.006,0.45399999999999996,0.002,0.488,0.016,0.002
355,Carlsbad Unified,919,324,0.8981,0.7778,997,173,0.9769,0.9422,0.7562000000000001,0.9422,0.352557127312296,0.17352056168505517,10.93,11270.0,99805.0,0.01,0.003,0.057999999999999996,0.008,0.276,0.002,0.5539999999999999,0.09,0.0
369,Long Beach Unified,5944,3622,0.5297999999999999,0.315,5570,127,0.8898,0.8109999999999999,0.2949,0.8031,0.6093539703903096,0.02280071813285458,22.05,13175.0,65851.0,0.126,0.002,0.07400000000000001,0.032,0.5820000000000001,0.012,0.125,0.043,0.005
370,San Gabriel Unified,594,226,0.8584,0.7434000000000001,549,128,0.9297,0.9531000000000001,0.6947,0.9218999999999999,0.38047138047138046,0.2331511839708561,13.16,13559.0,70511.0,0.013999999999999999,0.001,0.46299999999999997,0.019,0.40700000000000003,0.002,0.051,0.023,0.019
373,San Jacinto Unified,851,215,0.5953,0.2605,833,64,0.40630000000000005,0.2813,0.2465,0.23440000000000003,0.2526439482961222,0.07683073229291716,43.23,13377.0,49159.0,0.079,0.016,0.009000000000000001,0.008,0.738,0.006,0.115,0.027000000000000003,0.001
374,River Delta Joint Unified,169,67,0.597,0.2836,190,40,0.475,0.275,0.25370000000000004,0.25,0.39644970414201186,0.21052631578947367,24.19,13088.0,64701.0,0.025,0.003,0.006,0.008,0.53,0.004,0.342,0.055,0.027000000000000003
377,Chino Valley Unified,2337,1635,0.6361,0.42200000000000004,2346,1974,0.6403,0.4509,0.3945,0.4174,0.699614890885751,0.8414322250639387,0.05,10931.0,93442.0,0.037000000000000005,0.002,0.184,0.048,0.5579999999999999,0.003,0.13699999999999998,0.026000000000000002,0.006
378,Upland Unified,912,332,0.6958,0.4819,777,22,0.9545,0.9091,0.4669,0.9091,0.36403508771929827,0.028314028314028315,17.12,12066.0,75048.0,0.076,0.001,0.054000000000000006,0.017,0.585,0.004,0.225,0.021,0.017
379,Shasta Union High,1273,198,0.9192,0.8029999999999999,1285,54,0.9444,0.9074,0.7778,0.9074,0.15553809897879026,0.04202334630350195,36.66,12856.0,56631.0,0.013000000000000001,0.028999999999999998,0.048,0.006,0.14400000000000002,0.005,0.682,0.067,0.006999999999999999
383,Vallejo City Unified,1032,278,0.6403,0.3237,1000,127,0.4961,0.19690000000000002,0.30219999999999997,0.1732,0.2693798449612403,0.127,16.77,13268.0,69300.0,0.257,0.003,0.028999999999999998,0.138,0.45399999999999996,0.019,0.065,0.027999999999999997,0.005
385,Ventura Unified,1185,317,0.8801000000000001,0.7319,1329,155,0.9548000000000001,0.8323,0.7066,0.8194,0.26751054852320677,0.11662904439428141,12.82,12006.0,78534.0,0.011000000000000001,0.002,0.027000000000000003,0.006999999999999999,0.5489999999999999,0.001,0.36200000000000004,0.04,0.0
386,Conejo Valley Unified,1733,601,0.9118,0.7887000000000001,1768,223,0.9954999999999999,0.9731000000000001,0.7687,0.9731000000000001,0.346797461050202,0.126131221719457,24.8,11119.0,110829.0,0.013999999999999999,0.003,0.09,0.012,0.293,0.003,0.527,0.057999999999999996,0.0
389,Alameda Unified,928,398,0.8342,0.7211,889,110,0.9727,0.9181999999999999,0.6984999999999999,0.9,0.42887931034482757,0.12373453318335208,32.25,13436.0,104756.0,0.065,0.003,0.253,0.055,0.182,0.006,0.276,0.132,0.027999999999999997
392,Fowler Unified,169,41,0.46340000000000003,0.1463,214,34,0.6765000000000001,0.3529,0.1463,0.3529,0.24260355029585798,0.1588785046728972,40.26,13169.0,52399.0,0.006999999999999999,0.003,0.09,0.0,0.81,0.0,0.081,0.008,0.0
394,Caruthers Unified,163,64,0.2813,0.17190000000000003,138,28,0.7143,0.2857,0.125,0.2143,0.39263803680981596,0.2028985507246377,44.92,13779.0,45893.0,0.003,0.005,0.038,0.0,0.853,0.002,0.092,0.006999999999999999,0.0
395,Northern Humboldt Union High,408,85,0.8706,0.7176,415,31,0.9355,0.8387,0.6706,0.8387,0.20833333333333334,0.0746987951807229,39.33,14340.0,47230.0,0.009000000000000001,0.049,0.015,0.001,0.139,0.005,0.665,0.091,0.026000000000000002
403,Pomona Unified,1978,628,0.5924,0.3057,1660,29,0.8621,0.7241,0.2787,0.7241,0.31749241658240646,0.01746987951807229,10.84,15089.0,64578.0,0.04,0.002,0.036000000000000004,0.01,0.865,0.002,0.028999999999999998,0.009000000000000001,0.006999999999999999
406,Salinas Union High,2783,738,0.6003000000000001,0.36310000000000003,2719,36,0.7778,0.5832999999999999,0.3306,0.5832999999999999,0.2651814588573482,0.013240161824200073,24.34,12953.0,65268.0,0.006999999999999999,0.001,0.009000000000000001,0.016,0.898,0.001,0.06,0.006,0.001
408,Tustin Unified,1981,695,0.8288,0.7006999999999999,2045,251,0.988,0.988,0.6718999999999999,0.9801000000000001,0.3508329126703685,0.12273838630806846,1.66,11031.0,91676.0,0.016,0.001,0.207,0.023,0.466,0.003,0.22899999999999998,0.05,0.005
411,Rocklin Unified,1247,438,0.9155,0.7785,1186,154,0.961,0.9286,0.7603,0.8896,0.351242983159583,0.12984822934232715,11.71,11360.0,99933.0,0.015,0.003,0.102,0.035,0.16699999999999998,0.003,0.5770000000000001,0.083,0.015
412,Alvord Unified,1423,343,0.6501,0.4286,1464,1229,0.4174,0.2465,0.3994,0.2205,0.2410400562192551,0.8394808743169399,11.26,13771.0,70862.0,0.038,0.002,0.037000000000000005,0.015,0.8,0.005,0.087,0.013999999999999999,0.002
413,Moreno Valley Unified,2333,1843,0.35810000000000003,0.1693,2415,36,0.7222,0.5556,0.15410000000000001,0.5,0.7899699957136734,0.014906832298136646,18.89,14013.0,64003.0,0.13,0.002,0.013999999999999999,0.012,0.738,0.006999999999999999,0.063,0.03,0.005
414,Folsom-Cordova Unified,1688,406,0.9163,0.7906,1627,194,0.9845,0.9433,0.7759,0.9433,0.24052132701421802,0.11923786109403811,1.13,11775.0,88346.0,0.047,0.003,0.183,0.023,0.22699999999999998,0.008,0.41600000000000004,0.092,0.002
415,Morongo Unified,553,104,0.7212000000000001,0.41350000000000003,594,38,0.8684000000000001,0.6842,0.3942,0.6579,0.18806509945750452,0.06397306397306397,54.3,13105.0,42323.0,0.085,0.01,0.017,0.02,0.35,0.012,0.5,0.0,0.006999999999999999
418,Manteca Unified,1929,466,0.6995999999999999,0.4077,1911,20,0.7,0.75,0.38630000000000003,0.65,0.24157594608605495,0.010465724751439037,18.79,12178.0,73257.0,0.059000000000000004,0.004,0.09699999999999999,0.052000000000000005,0.5710000000000001,0.01,0.168,0.038,0.0
419,Lucia Mar Unified,838,236,0.8008,0.6186,829,42,0.9048,0.7857,0.589,0.7857,0.28162291169451076,0.05066344993968637,14.01,11770.0,78837.0,0.006,0.004,0.013999999999999999,0.011000000000000001,0.47700000000000004,0.001,0.435,0.042,0.01
421,South San Francisco Unified,663,211,0.763,0.5829,692,18,1.0,0.9444,0.5403,0.9444,0.31825037707390647,0.02601156069364162,32.51,13184.0,106209.0,0.011000000000000001,0.002,0.142,0.22699999999999998,0.47600000000000003,0.018000000000000002,0.064,0.06,0.001
422,Los Gatos-Saratoga Union High,892,294,0.9592,0.9116,885,269,0.9851000000000001,0.9814,0.8878,0.9740000000000001,0.3295964125560538,0.303954802259887,166.66,17307.0,184917.0,0.002,0.001,0.32,0.004,0.078,0.002,0.46299999999999997,0.091,0.039
424,Vacaville Unified,1021,355,0.8056,0.5661999999999999,1061,42,0.9048,0.7381,0.5379999999999999,0.7143,0.3476983349657199,0.03958529688972667,7.69,11479.0,84968.0,0.057999999999999996,0.004,0.027999999999999997,0.035,0.39,0.006,0.385,0.09,0.005
427,Windsor Unified,476,122,0.7623000000000001,0.6065999999999999,442,48,0.8957999999999999,0.8125,0.5738,0.7707999999999999,0.25630252100840334,0.1085972850678733,25.15,12148.0,105938.0,0.006,0.006999999999999999,0.016,0.004,0.551,0.003,0.377,0.035,0.001
429,Turlock Unified,1269,369,0.7615000000000001,0.4607,1274,40,0.95,0.8,0.4526,0.8,0.2907801418439716,0.03139717425431711,37.52,12863.0,55962.0,0.02,0.006,0.055999999999999994,0.001,0.5920000000000001,0.005,0.294,0.013000000000000001,0.013000000000000001
436,John Swett Unified,148,49,0.6939,0.449,118,47,0.8298000000000001,0.5745,0.4286,0.5745,0.3310810810810811,0.3983050847457627,1.61,12782.0,82956.0,0.146,0.006,0.1,0.106,0.37,0.003,0.152,0.107,0.008
439,Kelseyville Unified,138,32,0.6875,0.2813,164,39,0.5897,0.2821,0.25,0.2821,0.2318840579710145,0.23780487804878048,30.03,14408.0,53778.0,0.006,0.026000000000000002,0.001,0.005,0.441,0.0,0.457,0.061,0.003
440,Beverly Hills Unified,333,128,0.9375,0.8828,356,214,0.8879,0.715,0.8438,0.7056,0.3843843843843844,0.601123595505618,77.88,19769.0,106857.0,0.025,0.002,0.114,0.006,0.086,0.002,0.6890000000000001,0.054000000000000006,0.022000000000000002
441,Burbank Unified,1335,490,0.8837,0.7509999999999999,1360,84,0.9881,0.9286,0.7245,0.9286,0.36704119850187267,0.061764705882352944,16.14,12056.0,75827.0,0.025,0.002,0.055999999999999994,0.036000000000000004,0.32899999999999996,0.001,0.475,0.053,0.023
443,Glendora Unified,612,208,0.9279000000000001,0.851,630,56,1.0,0.9643,0.8173,0.9643,0.33986928104575165,0.08888888888888889,8.67,11441.0,97274.0,0.012,0.002,0.10400000000000001,0.023,0.456,0.001,0.34600000000000003,0.055,0.0
444,Los Angeles Unified,41110,17095,0.5578,0.34119999999999995,41476,23406,0.43189999999999995,0.2675,0.31579999999999997,0.2376,0.41583556312332765,0.564326357411515,10.41,15793.0,61375.0,0.076,0.002,0.036000000000000004,0.019,0.742,0.002,0.102,0.016,0.005
